1313, 90000, 3699
1313, 90000, 3668
1313, 90000, 3667
1313, 90000, 3670
1313, 90000, 3765
1313, 90000, 3754
1313, 90000, 3828
1313, 90000, 3706
1313, 90000, 3734
1313, 90000, 3698
1313, 90000, 3874
1313, 90000, 3786
1313, 90000, 3761
1313, 90000, 3646
1313, 90000, 3652
1313, 90000, 3719
1313, 90000, 3749
1313, 90000, 3669
1313, 90000, 3745
1313, 90000, 3748
1313, 90000, 3770
1313, 90000, 3722
1313, 90000, 3730
1313, 90000, 3729
1313, 90000, 3735
1313, 90000, 3796
1313, 90000, 3776
1313, 90000, 3594
1313, 90000, 3737
1313, 90000, 3697
1313, 90000, 3740
1313, 90000, 3676
1313, 90000, 3812
1313, 90000, 3663
1313, 90000, 3691
1313, 90000, 3774
1313, 90000, 3708
1313, 90000, 3757
1313, 90000, 3766
1313, 90000, 3698
1313, 90000, 3754
1313, 90000, 3724
1313, 90000, 3643
1313, 90000, 3711
1313, 90000, 3739
1313, 90000, 3686
1313, 90000, 3588
1313, 90000, 3626
1313, 90000, 3633
1313, 90000, 3746
1313, 90000, 3714
1313, 90000, 3727
1313, 90000, 3732
1313, 90000, 3703
1313, 90000, 3730
1313, 90000, 3690
1313, 90000, 3862
1313, 90000, 3699
1313, 90000, 3733
1313, 90000, 3797
1313, 90000, 3746
1313, 90000, 3736
1313, 90000, 3589
1313, 90000, 3669
1313, 90000, 3726
1313, 90000, 3644
1313, 90000, 3738
1313, 90000, 3747
1313, 90000, 3740
1313, 90000, 3683
1313, 90000, 3666
1313, 90000, 3617
1313, 90000, 3646
1313, 90000, 3646
1313, 90000, 3665
1313, 90000, 3707
1313, 90000, 3785
1313, 90000, 3725
1313, 90000, 3692
1313, 90000, 3727
1313, 90000, 3681
1313, 90000, 3744
1313, 90000, 3632
1313, 90000, 3705
1313, 90000, 3746
1313, 90000, 3644
1313, 90000, 3766
1313, 90000, 3727
1313, 90000, 3749
1313, 90000, 3784
1313, 90000, 3728
1313, 90000, 3703
1313, 90000, 3760
1313, 90000, 3617
1313, 90000, 3772
1313, 90000, 3761
1313, 90000, 3692
1313, 90000, 3828
1313, 90000, 3641
1313, 90000, 3713
