1313, 20000, 891
1313, 20000, 807
1313, 20000, 798
1313, 20000, 849
1313, 20000, 808
1313, 20000, 812
1313, 20000, 866
1313, 20000, 799
1313, 20000, 822
1313, 20000, 856
1313, 20000, 838
1313, 20000, 850
1313, 20000, 821
1313, 20000, 825
1313, 20000, 828
1313, 20000, 798
1313, 20000, 825
1313, 20000, 837
1313, 20000, 805
1313, 20000, 791
1313, 20000, 822
1313, 20000, 813
1313, 20000, 810
1313, 20000, 803
1313, 20000, 826
1313, 20000, 808
1313, 20000, 829
1313, 20000, 845
1313, 20000, 832
1313, 20000, 792
1313, 20000, 804
1313, 20000, 828
1313, 20000, 806
1313, 20000, 800
1313, 20000, 824
1313, 20000, 794
1313, 20000, 780
1313, 20000, 857
1313, 20000, 815
1313, 20000, 803
1313, 20000, 842
1313, 20000, 803
1313, 20000, 786
1313, 20000, 804
1313, 20000, 842
1313, 20000, 837
1313, 20000, 797
1313, 20000, 1673
1313, 20000, 792
1313, 20000, 823
1313, 20000, 831
1313, 20000, 798
1313, 20000, 804
1313, 20000, 836
1313, 20000, 785
1313, 20000, 827
1313, 20000, 817
1313, 20000, 823
1313, 20000, 803
1313, 20000, 812
1313, 20000, 809
1313, 20000, 825
1313, 20000, 798
1313, 20000, 804
1313, 20000, 805
1313, 20000, 815
1313, 20000, 781
1313, 20000, 797
1313, 20000, 829
1313, 20000, 807
1313, 20000, 814
1313, 20000, 864
1313, 20000, 821
1313, 20000, 826
1313, 20000, 800
1313, 20000, 831
1313, 20000, 803
1313, 20000, 829
1313, 20000, 815
1313, 20000, 815
1313, 20000, 804
1313, 20000, 802
1313, 20000, 823
1313, 20000, 787
1313, 20000, 837
1313, 20000, 798
1313, 20000, 821
1313, 20000, 813
1313, 20000, 809
1313, 20000, 803
1313, 20000, 815
1313, 20000, 770
1313, 20000, 831
1313, 20000, 795
1313, 20000, 807
1313, 20000, 824
1313, 20000, 844
1313, 20000, 808
1313, 20000, 767
1313, 20000, 796
