1313, 55000, 2285
1313, 55000, 2326
1313, 55000, 2289
1313, 55000, 2309
1313, 55000, 2298
1313, 55000, 2329
1313, 55000, 2338
1313, 55000, 2235
1313, 55000, 2538
1313, 55000, 2297
1313, 55000, 2378
1313, 55000, 2329
1313, 55000, 2340
1313, 55000, 2272
1313, 55000, 2361
1313, 55000, 2303
1313, 55000, 2259
1313, 55000, 2349
1313, 55000, 2209
1313, 55000, 2313
1313, 55000, 2394
1313, 55000, 2297
1313, 55000, 2330
1313, 55000, 2293
1313, 55000, 2254
1313, 55000, 2323
1313, 55000, 2403
1313, 55000, 2327
1313, 55000, 2322
1313, 55000, 2384
1313, 55000, 2277
1313, 55000, 2350
1313, 55000, 2238
1313, 55000, 2365
1313, 55000, 2330
1313, 55000, 2266
1313, 55000, 2284
1313, 55000, 2320
1313, 55000, 2384
1313, 55000, 2314
1313, 55000, 2302
1313, 55000, 2308
1313, 55000, 2297
1313, 55000, 2237
1313, 55000, 2270
1313, 55000, 2257
1313, 55000, 2378
1313, 55000, 2237
1313, 55000, 2297
1313, 55000, 2220
1313, 55000, 2305
1313, 55000, 2242
1313, 55000, 2203
1313, 55000, 2402
1313, 55000, 2302
1313, 55000, 2293
1313, 55000, 2225
1313, 55000, 2307
1313, 55000, 2316
1313, 55000, 2319
1313, 55000, 2268
1313, 55000, 2323
1313, 55000, 2383
1313, 55000, 2294
1313, 55000, 2261
1313, 55000, 2298
1313, 55000, 2272
1313, 55000, 2296
1313, 55000, 2278
1313, 55000, 2252
1313, 55000, 2347
1313, 55000, 2370
1313, 55000, 2321
1313, 55000, 2332
1313, 55000, 2264
1313, 55000, 2279
1313, 55000, 2362
1313, 55000, 2383
1313, 55000, 2305
1313, 55000, 2263
1313, 55000, 2275
1313, 55000, 2313
1313, 55000, 2361
1313, 55000, 2301
1313, 55000, 2279
1313, 55000, 2276
1313, 55000, 2428
1313, 55000, 2361
1313, 55000, 2323
1313, 55000, 2280
1313, 55000, 2251
1313, 55000, 2261
1313, 55000, 2375
1313, 55000, 2336
1313, 55000, 2295
1313, 55000, 2317
1313, 55000, 2303
1313, 55000, 2290
1313, 55000, 2402
1313, 55000, 2225
